"id";"name";"lang";"text";"song.id";"song";"language";"translation"
"3ade68b8g70207fa3";"taylor-swift";2;"And it's a sad picture, The final blow hits you Somebody else gets what you wanted again You know it's all the same Another time and place Repeating history, and you're getting sick of it  But I believe in whatever you do And I'll do anything to see it through   Chorus: Because these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution, the time will come For us to finally win   We'll sing hallelujah We'll sing hallelujah Oh   So we've been outnumbered Raided and now cornered It's hard to fight when the fight ain't fair  We're getting stronger now Find things they never found They might be bigger,  But we're faster and never scared  You can walk away, say we don't need this But there's something in your eyes  Says we can beat this  Chorus: Because these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution, the time will come For us to finally win   We'll sing hallelujah We'll sing hallelujah Oh   Chorus Bridge/final chorus:  Tonight we'll stand, get off our knees Fight for what we've worked for all these years And the battle was long, it's the fight of our lives But we'll stand up champions tonight  It was the night we changed Do you see it now? These walls that they put up to hold us back fell down It's a revolution, throw your hands up Cause we never gave in And we'll sing hallelujah We sang hallelujah Hallelujah";"3ade68b8g70207fa3";"taylor-swift";1;"[Mudança ]  E isto é uma imagem triste, O golpe final te acerta Alguém pegou o que você queria denovo Você sabe que é tudo o mesmo Outra hora e lugar Repetindo a história, e você está ficando enjoado disso  Mas eu acredito em qualquer coisa que você faz E eu vou fazer qualquer coisa para superar isso  Refrão: Porque essas coisas vão mudar Você pode ver isso agora? Estas paredes que eles colocaram para nos segurar irão cair Esta revolução, o tempo virá Para nós finalmente vencermos  Nós vamos cantar aleluia Nós vamos cantar aleluia Oh  Então nós teriamos que estar em desvantagem Invadidos e agora encurralados É difícil lutar quando a luta não é justa  Nós estamos nos tornando fortes agora Encontre coisas que eles nunca encontraram Eles podem ser maiores,  Mas somos maisrápidos e nunca temos medo  Você pode andar longe, dizer que nós não precisamos disso Mas há algo em seus olhos Diz que nós podemos vencer isto  Refrão: Porque essas coisas vão mudar Você pode ver isso agora? Estas paredes que eles colocaram para nos segurar iram cair Esta revolução, o tempo virá Para nós finalmente vencermos  Nós vamos cantar aleluia Nós vamos cantar aleluia Oh  Refrão Repete refrão  Esta noite nós vamos levantar,dobrar nossos joelhos Lutar pelo que nós trabalhamos por todos esses anos E a batalha foi longa, esta é a luta de nossas vidas Mas nós vamos ser vencedores essa noite  Essa é a noite que nós mudamos Você pode ver isso agora? Estas paredes que eles colocaram para nos segurar cairam Esta é uma revolução, jogue suas mãos para cima Porque nós nunca nos entregamos E nós vamos cantar aleluia Nós cantamos aleluia, Aleluia."
"3ade68b8g2d5210b3";"taylor-swift";2;"Oooo Chaperone Dads (I mastered the tambourine) Ooooooo You just got off of work, The last thing you do is wanna do is go and listen to me talk about some break up (Chaperone Dads) You're doing the right thing (Ooo Chaperone Dads) Remember when the tickets went on sale, Your daughters 14th birthday And you got her two tickets. And she said can I have some more Cause my friends and I all wanna go Dad, You don't have to go but you know you gotta go and Chaperone dads";"3ade68b8g2d5210b3";"taylor-swift";1;"[Pais Acompanhantes]  Oooo pais acompanhantes (Eu dominei o pandeiro) Ooooooo Vocês acabaram de chegar do trabalho A última coisa que fazem É querer fazer, é vir e Me escutar Falar de algum rompimento (Pais acompanhantes) Vocês estão fazendo a coisa certa (Ooo pais acompanhantes) Lembrem de quando os ingressos estavam à venda, Aniversário de 14 anos da sua filha E você comprou dois ingressos para ela E ela disse ""Posso ter mais? Porque minhas amigas e eu queremos ir pai, Você não tem que ir"" Mas você sabe que tem que ir E pais acompanhantes"
"3ade68b8g9dc010b3";"taylor-swift";2;"I don't need a lot But there's one thing love has taught me Is to never expect too much I don't need a believable touch I just need you I just need you And I might, I found life Why should we be wasting time  You don't know what you miss When I look into your eyes like this And you should be in front of me Seeing everything to see Looking at you Check out this view  Think of a quiet beach Think of how the waves crash down Think about a summer's eve No offense to them but they ain't got nothing on you Walking with you In the light or in the dark Nothing shadows who you are  And you don't know what you missed When I look into your eyes like this And you should be in front of me Seeing everything to see Looking at you Check out this view  Look outside the window everyday And see something new But all I ever wanted was a window Looking at you  And you don't know what you missed When I look into your eyes like this And you should be in front of me Seeing everything to see  And you don't know what you missed When I look into your eyes like this And you should be in front of me Seeing everything to see Looking at you Check out this view";"3ade68b8g9dc010b3";"taylor-swift";1;"[Confira Essa Vista]  Eu não preciso de muito Mas há uma coisa que o amor me ensinou É nunca esperar muito Eu não preciso de um toque acreditável Só preciso de você Só preciso de você E eu poderia, eu encontrei a vida Porque nós deveríamos disperdiçar tempo?  Você não sabe do que sente falta Quando olho nos seus olhos assim E você deveria estar na minha frente Vendo tudo o que eu vejo Olhando pra você Confira essa vista  Pense numa praia calma Pense em como as ondas se chocam Pense em vésperas de um verão Sem ofensa para eles, mas não têm nada comparado à você Caminhando com você Na luz ou na escuridão Nada cobre de sombra quem você é  E você não sabe do que sente falta Quando olho nos seus olhos assim E você deveria estar na minha frente Vendo tudo o que eu vejo Olhando pra você Confira essa vista  Olho pela janela todo dia E vejo algo novo Mas tudo o que eu sempre quis foi uma janela Com uma vista sua  Você não sabe do que sente falta Quando olho nos seus olhos assim E você deveria estar na minha frente Vendo tudo o que eu vejo  Você não sabe do que sente falta Quando olho nos seus olhos assim E você deveria estar na minha frente Vendo tudo o que eu vejo Olhando pra você Confira essa vista"
"3ade68b8g54f15fa3";"taylor-swift";2;"What if ribbons and bows didn't mean a thing Would the song stil survive without 5 golden rings Would you still wanna kiss without mistletoe What would happen if God never let it snow What would happen if Christmas Carols told a lie Tell me what you would find  You'd say that today holds something special Something holy and not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more  What if angels did not pay attention to All the things that we wish they would always do What if happiness came in a cardboard box Then I'd think there was something we all forgot What would happen if presents all went away Tell me what would you find  You'd say that today holds something special Something holy and not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more  We get so caught up in all of it Business and relationships 100 mile an hour lives And it's this time of year And everybody's here It seems the last thing on your mind  You'd say that today holds something special Something holy and not superficial So here's to Jesus Christ who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something Christmas must be something Christmas must be something more There's gotta be more There's gotta be more";"3ade68b8g54f15fa3";"taylor-swift";1;"[O Natal Deve Ser Algo Mais]  E se fitas e arcos não significa uma coisa Poderia a canção continuar sobrevivendo sem 5 anéis dourados? Será que você ainda quer beijar sem visco? O que aconteceria se Deus nunca deixasse nevar? O que aconteceria se músicas natalinas dissessem uma mentira? Me diga o que você iria encontrar  Você diria que hoje detém algo especial Algo sagrado e não superficial Então aqui vai o aniversário do menino que salvou nossas vidas É algo que todos nós tentamos ignorar E colocou uma coroa de flores em sua porta Então, aqui está algo que com certeza você deve saber O Natal deve ser algo mais  E se anjos não prestarem atenção as coisas? Todas as coisas que queremos eles sempre vão fazer E se felicidade veio em uma caixa de papelão? Então eu acho que houve algo que todos esqueceram Qual seria o final dos presentes se todos foram embora? Me diga o que você iria encontrar  Você diria que hoje detém algo especial Algo sagrado e não superficial Então aqui vai o aniversário do menino que salvou nossas vidas É algo que todos nós tentamos ignorar E colocou uma coroa de flores em sua porta Então, aqui está algo que com certeza você deve saber O Natal deve ser algo mais  Ficamos tão apanhados em tudo isso Negócios e relacionamentos 100 milhas de vida por hora E é nesta altura do ano E todo mundo está aqui Parece ser a última coisa na sua mente  Você diria que hoje detém algo especial Algo sagrado e não superficial Então aqui está Jesus Cristo que salvou nossas vidas É algo que todos nós tentamos ignorar E colocou uma coroa de flores em sua porta Então, aqui está algo que com certeza você deve saber O Natal deve ser algo O Natal deve ser algo O Natal deve ser algo mais Tem que ser algo mais Tem que ser algo mais"
"3ade68b8g6783e0b3";"taylor-swift";2;"My winter nights are taken up by static Stress and holiday shopping traffic But I close my eyes and I'm somewhere else Just like magic  In my heart is a Christmas tree farm Where the people would come To dance under sparkling lights Bundled up in their mittens and coats And the cider would flow And I just wanna be there tonight  Sweet dreams of holly and ribbon Mistakes are forgiven And everythin' is icy and blue And you would be there too  Under the mistletoe Watchin' the fire glow And tellin' me, ""I love you"" Just bein' in your arms Takes me back to that little farm Where every wish comes true  In my heart is a Christmas tree farm There's a light in the barn We run inside out from the cold In the town, kids are dreamin' of sleighs And they're warm and they're safe They wake to see a blanket of snow  Sweet dreams of holly and ribbon Mistakes are forgiven And everythin' is icy and blue And you would be there too  Under the mistletoe Watchin' the fire glow And tellin' me, ""I love you"" Just bein' in your arms Takes me back to that little farm Where every wish comes true Baby, yeah  And when I'm feelin' alone You remind me of home Oh, baby, baby, Merry Christmas And when the world isn't fair I pretend that we're there Baby, baby, Merry Christmas (To you)  Under the mistletoe (To you) Watching the fire glow And tellin' me, ""I love you""  Oh, baby, baby, Merry Christmas Oh, baby, baby, Merry Christmas (Darling) Oh, baby, baby, Merry Christmas I love you Oh, baby, baby, Merry Christmas Oh, baby, baby, Merry Christmas (I just want you to know) Oh, baby, baby, Merry Christmas Where every wish comes true I love you";"3ade68b8g6783e0b3";"taylor-swift";1;"[Fazenda de Árvores de Natal]  Minhas noites de inverno são tomadas por estática Estresse e tráfego de compras natalinas Mas eu fecho meus olhos e estou em outro lugar Bem como uma mágica  Em meu coração tem uma fazendo de árvores de Natal Onde as pessoas viriam Para dançar sob as luzes brilhantes Agasalhados com suas luvas e casacos E a cidra fluiria E eu só quero estar lá esta noite  Bons sonhos com azevinho e fita Erros são perdoados E tudo é gelado e azul E você estaria lá também  Sob o visgo Assistindo ao brilho do fogo E me dizendo, ""eu te amo"" Só de estar em seus braços Me leva de volta para aquela fazenda Onde cada desejo se torna realidade  Em meu coração tem uma fazendo de árvores de Natal Há uma luz no celeiro Nós corremos para dentro, fugindo do frio Na cidade, as crianças estão sonhando com trenós E elas estão aquecidas e seguras Elas acordam para ver um cobertor de neve  Bons sonhos com azevinho e fita Erros são perdoados E tudo é gelado e azul E você estaria lá também  Sob o visgo Assistindo ao brilho do fogo E me dizendo, ""eu te amo"" Só de estar em seus braços Me leva de volta para aquela fazenda Onde cada desejo se torna realidade Amor, sim  E quando eu estiver me sentindo sozinha Você me lembra de casa Oh, amor, amor, Feliz Natal E quando o mundo não for justo Eu finjo que estamos lá Amor, amor, Feliz Natal (Para você)  Sob o visgo (Para você) Assistindo ao brilho do fogo E me dizendo, ""eu te amo""  Oh, amor, amor, Feliz Natal Oh, amor, amor, Feliz Natal (Querido) Oh, amor, amor, Feliz Natal Eu te amo Oh, amor, amor, Feliz Natal Oh, amor, amor, Feliz Natal (Só quero que você saiba) Oh, amor, amor, Feliz Natal Onde cada desejo se torna realidade Eu te amo"
"3ade68b8g44f15fa3";"taylor-swift";2;"Please take down the mistletoe Cause I don't want to think about that right now Cause everything I want is miles away In a snow-covered little town Mama's in the kitchen, worrying about me Season's greeetings, hope you're well Well I'm doing alright, if you were wondering Lately I can never tell I know this shouldn't be a lonely time But there were Christmases when you were mine  I've been doing fine without you, really Up until the night's got cold And everybody's here except you Baby, seems like everyone's got someone to hold But for me it's just a lonely time Cause there were Christmases when you were mine  Merry Christmas, everybody It'll have to be something I just say this year  I bet you got your mom another sweater And were your cousins late again When you were putting up the lights this year Did you notice one less pair of hands  I know this shouldn't be a lonely time But there were Christmases when I didn't wonder  How you are tonight Cause there were Christmases when you were mine You were mine";"3ade68b8g44f15fa3";"taylor-swift";1;"[Natal quando você era meu]  Por favor, derrube o visco Porque eu não quero pensar nisso agora Porque tudo que eu quero está a milhas de distância Em uma cidadezinha coberta de neve Mamãe está na cozinha preocupada comigo Saudações da estação, Espero que você esteja bem Bom, eu estou bem se você estiver se perguntando Ultimamente eu não sei dizer Eu sei que esta não deveria ser uma época solitária Mas houve natais em que você foi meu  Eu estive bem sem você, de verdade Até o dia em que a noite esfriou Todo mundo está aqui, exceto você, Baby parece que todo mundo tem alguém para abraçar Mas para mim é apenas uma época de solidão Porque houve natais em que você foi meu  Feliz natal para todos Terá de ser alguma coisa que eu só disse esse ano  Aposto que você deu outra blusa para a sua mãe E seus primos se atrasaram de novo? Quando você estava colocando as luzes de natal esse ano Você percebeu um par a menos de mãos?  Eu sei que esta não deveria ser uma época de solidão Mas houve natais em que eu não me perguntava  Como você estava essa noite Porque houve natais em que você foi meu Você era meu"
"3ade68b8g71e460b3";"taylor-swift";2;"The drought was the very worst When the flowers that we'd grown together died of thirst It was months and months of back-and-forth You still all over me Like a wine-stained dress I can't wear anymore  Hung my head as I lost the war As the sky turned black like a perfect storm  Rain came pouring down When I was drowning, that's when I could finally breathe By morning, gone was any trace of you I think I am finally clean  There was nothing left to do When the butterflies turned to dust They covered my whole room  So I punched a hole in the roof Let the flood carry away all my pictures of you The water filled my lungs, I screamed so loud But no one heard a thing  Rain came pouring down When I was drowning, that's when I could finally breathe By morning, gone was any trace of you I think I am finally clean See, I think I am finally clean  Ten months sober, I must admit Just because you're clean Don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it  The drought was the very worst When the flowers that we'd grown together died of thirst  Rain came pouring down When I was drowning, that's when I could finally breathe By morning, gone was any trace of you I think I am finally clean  Rain came pouring down When I was drowning, that's when I could finally breathe By morning, gone was any trace of you I think I am finally clean  Finally clean, think I'm finally clean Think I'm finally clean";"3ade68b8g71e460b3";"taylor-swift";1;"[Limpa] A seca foi a pior parte Quando as flores que cultivamos juntos morreram de sede Foram meses e meses de idas e voltas Você ainda estava em cima de mim Um vestido manchado de vinho, que não posso mais usar  Coloquei a cabeça no lugar ao perceber que perdi a guerra Quando os céus escureceram em uma tempestade perfeita  A chuva caiu, bem forte Quando estava me afogando, finalmente consegui respirar Ao amanhecer, qualquer traço seu havia ido embora Acho que estou finalmente limpa  Não havia nada mais a fazer Quando as borboletas se tornaram poeira Elas cobriram todo o meu quarto  Então, eu abri um buraco no telhado Deixei que a correnteza levasse embora as fotos com você A água encheu meus pulmões, eu gritei tão alto Mas ninguém ouviu som algum  A chuva caiu, bem forte Quando estava me afogando, finalmente consegui respirar Ao amanhecer, qualquer traço seu havia ido embora Acho que estou finalmente limpa Veja, acho que estou finalmente limpa  Dez meses sóbria, devo admitir Só porque você está limpa Não quer dizer que não sente saudades Dez meses mais velha, eu não me renderei Agora que estou limpa, jamais arriscarei  A seca foi a pior parte Quando as flores que cultivamos juntos morreram de sede  A chuva caiu, bem forte Quando estava me afogando, finalmente consegui respirar Ao amanhecer, qualquer traço seu havia ido embora Acho que estou finalmente limpa  A chuva caiu, bem forte Quando estava me afogando, finalmente consegui respirar Ao amanhecer, qualquer traço seu havia ido embora Acho que estou finalmente limpa  Finalmente limpa, acho que estou finalmente limpa Acho que estou finalmente limpa"
"3ade68b8gc0bdffa3";"taylor-swift";2;"I drive around this town In a Mustang with the top down And six running horses under my hood Well that's good enough for me Don't need the real thing That's just another thing For me to try to tame Don't know if I could It might just break me I thought there for a little while Every sunset I'd be a riding off with him  Snap buttons on a denim shirt Blue jeans and a little dirt That's the closest you'll see me Feet hanging out a pickup truck Crazy and a little rough Running free That's the closest to a cowboy You'll see me  Before I met him I was so sane and grounded Before he taught me how to lie And crawl out the window I learned the dirt roads And I got my heart broken Cause that cowboy taught me how to cry And how to let go I thought there for a little while Every sunset I'd be a riding off with him  Snap buttons on a denim shirt Blue jeans and a little dirt That's the closest you'll see me Feet hanging out a pickup truck Crazy and a little rough Running free That's the closest to a cowboy You'll see me  It was all a little Wonderful and strange But I'll never look At a sunset the same night  Snap buttons on a denim shirt Blue jeans and a little dirt That's the closest you'll see me Feet hanging out a pickup truck Crazy and a little rough Running free Sitting fishing by the river bank Swimming in the water tank That's the closest you'll see me Feet hanging out a pickup truck Crazy and a little rough Running free That's the closest to a cowboy You'll see me";"3ade68b8gc0bdffa3";"taylor-swift";1;"[Mais Próximo De Um Vaqueiro]  Eu dirijo pela cidade Num Mustang rebaixado E seis cavalos correndo no meu bairro Bem, isso é bom o suficiente para mim Não preciso da coisa verdadeira É apenas outra coisa Para eu tentar domar Não sei se eu poderia Isso poderia me partir Eu pensei lá por um tempo Que todo pôr-do-sol eu estaria cavalgando com ele  Encaixar botões em uma camisa de brim Calça jeans e um pouco de sujeira Isso é o mais próximo que você vai me ver Pés estendidos numa caminhonete Louca e um pouco áspera Correndo livremente Isso é o mais próximo a um vaqueiro Que você vai me ver  Antes de conhecê-lo Eu era tão sensata e fundamentada Antes de ele me ensinar à mentir E rastejar pela janela Que eu aprendi nas estradas de terra E tive meu coração partido Porque aquele vaqueiro me ensinou à chorar E à esquecer Eu pensei lá por um tempo Que todo pôr-do-sol eu estaria cavalgando com ele   Encaixar botões em uma camisa de brim Calça jeans e um pouco de sujeira Isso é o mais próximo que você vai me ver Pés estendidos numa caminhonete Louca e um pouco áspera Correndo livremente Isso é o mais próximo a um vaqueiro Que você vai me ver  Foi tudo um pouco Maravilhoso e estranho Mas eu nunca olharei Para o pôr-do-sol na mesma noite  Encaixar botões em uma camisa de brim Calça jeans e um pouco de sujeira Isso é o mais próximo que você vai me ver Pés estendidos numa caminhonete Louca e um pouco áspera Correndo livremente Sentada pescando à beira do rio Nadando num reservatório d'água Isso é o mais próximo que você vai me ver Pés estendidos numa caminhonete Louca e um pouco áspera Correndo livremente Isso é o mais próximo a um vaqueiro Que você vai me ver"
"3ade68b7g2abbcea3";"taylor-swift";2;"You have a way of coming easily to me. And when you take, you take the very best of me. So I start a fight 'cause I need to feel somethin' And you do what you want 'cause I'm not what you wanted.  Oh, what a shame. What a rainy ending given to a perfect day. Just walk away, no use defending words that you will never say. And now that I'm sittin' here thinkin' it through,  I've never been anywhere cold as you.  You put up walls and paint them all a shade of gray. And I stood there lovin' you and washed them all away. And you come away with a great little story  Of a mess of a dreamer with the nerve to adore you.  Oh, what a shame. What a rainy ending given to a perfect day. So just walk away, no use defending words that you will never say. And now that I'm sittin' here thinkin' it through,  I've never been anywhere cold as you.  You never did give a damn thing, honey. But I cried, cried for you. And I know you wouldn't have told nobody if I died,  Died for you.  Oh, what a shame. What a rainy ending give to a perfect day.  Every smile you fake is so condescending. Counted all the scars you made. Now that I'm sittin here thinkin' it through,  I've never been anywhere cold as you.";"3ade68b7g2abbcea3";"taylor-swift";1;"[fria como você] Você tem um jeito de chegar em mim facilmente E quando você tira, você tira o melhor de mim Então eu começo uma briga, porque preciso sentir algo E você faz o que quer porque eu nao sou o que voce queria  Oh, que vergonha Que final chuvoso dado a um dia perfeito Só vá embora, não use palavras defensivas que você nunca diria E agora que eu estou aqui sentada pensando Eu nunca estive em nenhum lugar gelado como você  Você constróI paredes e as pinta em um tom de cinza Mas eu fiquei lá te amando e as lavei depois E depois você vem com uma ótima historinha Da confusão de uma sonhadora com nervos pra te adorar  Oh, que vergonha Que final chuvoso dado a um dia perfeito Só vá embora, não use palavras defensivas que você nunca diria E agora que eu estou aqui sentada pensando Eu nunca estive em nenhum lugar gelado como você  Você nunca me deu a minima, querido Mas eu chorei, chorei por você E eu sei que você nao diria pra ninguém se eu morresse,  Morresse por você  Oh, que vergonha Que final chuvoso dado a um dia perfeito Todo sorriso que você falsifica é tão condescente. Contei todas as marcas que você deixou E agora que eu estou aqui sentada pensando Eu nunca estive em nenhum lugar gelado como você"
"3ade68b8gb9bd00b3";"taylor-swift";2;"You said it in a simple way 4am, the second day How strange that I don't know you at all Stumble through the long goodbye One last kiss then you catch your flight Right when I was just about to fall  I told myself: ""don't get attached"" But in my mind I play it back Spinning faster than the plane that took you  And this is when the feeling sinks in I don't wanna miss you like this Come back... be here Come back... be here I guess you aren't in New York today I don't wanna need you this way Come back... be here Come back... be here  The delicate, beginning watch The feeling you can know so much Without knowing anything at all And now that I can put this down If I had known what I know now I never would've play so nonchalant Taxi cabs and busy streets They never bring you back to me I can't help but wish you took me with you  And this is when the feeling sinks in I don't wanna miss you like this Come back... be here Come back... be here I guess you are in London today I don't wanna need you this way Come back... be here Come back... be here  This is falling in love in the cruelest way This is falling for you and you are worlds away  In New York, be here But you're in London And I break down This is not fair That you're not around  And this is when the feeling sinks in I don't wanna miss you like this Come back... be here Come back... be here I guess you aren't in New York today I don't wanna need you this way Come back... be here Come back... be here";"3ade68b8gb9bd00b3";"taylor-swift";1;"[Volte... Esteja Aqui] Você disse isso de uma maneira simples 4 da manhã, o segundo dia Como é estranho o fato de que realmente não te conheço Tropeçando pelo longo adeus Um último beijo e você pega seu avião Bem na hora que eu iria me apaixonar  Eu disse a mim mesma: ""Não se apegue"" Mas na minha mente eu reproduzi de novo Rodando mais rápido que o avião que te levou  É aí que o sentimento se aprofunda Eu não quero sentir sua falta assim Volte... Esteja aqui Volte... Esteja aqui Acho que você não está em Nova York hoje Eu não quero precisar de você desse jeito Volte... Esteja aqui Volte... Esteja aqui  O início delicado assiste O sentimento que você conhece tanto Sem saber de nada E agora que eu posso colocar isso de lado Se eu soubesse o que eu sei agora Eu nunca teria agido com indiferença Táxis e ruas cheias Eles nunca te trazem de volta pra mim Não posso deixar de desejar que você me levasse com você  É aí que o sentimento se aprofunda Eu não quero sentir sua falta assim Volte... Esteja aqui Volte... Esteja aqui Acho que você não está em Nova York hoje Eu não quero precisar de você desse jeito Volte... Esteja aqui Volte... Esteja aqui  Isso é se apaixonar do jeito mais cruel Isso é se apaixonar e você está a mundos de distãncia  Em Nova York, esteja aqui Mas você está em Londres E eu desmorono Isso não é justo Que você não esteja por perto  É aí que o sentimento se aprofunda Eu não quero sentir sua falta assim Volte... Esteja aqui Volte... Esteja aqui Acho que você não está em Nova York hoje Eu não quero precisar de você desse jeito Volte... Esteja aqui Volte... Esteja aqui"
"3ade68b8g0f285fa3";"taylor-swift";2;"I could go back to every laugh But I don't want to go there anymore and I know all the steps up to your door But I don't want to go there anymore  Talk to the wind,  talk to the sky Talk to the man with the reasons why And let me know what you find  [Chorus]: I'll leave my window open Cause I'm too tired tonight to call your name Just know I'm right here hoping That you'll come in with the rain  I could stand up and sing you a song But I don't wanna have to go that far and I I've got you down, I know you by heart And you don't even know where I start  Talk to yourself,  Talk to the tears Talk to the man who put you here Don't wait for the sky to clear  [Chorus]: I'll leave my window open Cause I'm too tired tonight to call your name Just know I'm right here hoping That you'll come in with the rain  I've watched you so..  long screamed your name I don't know what else I can say  But I'll leave my window open Cause I'm too tired tonight for all these games Just know I'm right here hoping You'll come in with the rain  I could go back to every laugh But I don't want to go there anymore..";"3ade68b8g0f285fa3";"taylor-swift";1;"[Venha com a chuva]  Eu poderia voltar para todas as risadas Mas eu não quero mais voltar lá E eu sei todos os passos até a sua porta Mas eu não quero mais voltar lá  Fale com o vento Fale com o céu Fale com o homem com os porques E me avise sobre o que você descobriu  [Refrão] Eu deixarei minha janela aberta Porque eu estou muito cansada de chamar o seu nome Apenas saiba que eu estou aqui esperando Que você venha com a chuva  Eu poderia ficar em pé e cantar a você uma música Mas eu não quero ter que ir tão longe E eu, eu tenho que dizer, Eu te conheço pelo coração E você nao sabe nem aonde eu começo  Fale com você mesmo Fale com as lágrimas Fale com o homem que te pôs aqui E não espere o céu limpar  [Refrão] Eu deixarei minha janela aberta Porque eu estou muito cansada de não chamar o seu nome Apenas saiba que eu estou aqui esperando Que você venha com a chuva  Eu te assisti por tanto tempo Gritei seu nome Eu não sei mais o que Eu posso dizer  Mas eu deixarei minha janela aberta Porque eu estou muito cansada de rir por todos esses jogos Apenas saiba que eu estou aqui esperando Que você venha com a chuva  Eu poderia voltar para todas as risadas Mas eu não quero mais voltar lá..."
"3ade68b8g0ffed0b3";"taylor-swift";2;"We were in the backseat Drunk on something stronger Than the drinks in the bar ""I rent a place on Cornelia Street"" I said casually in the car We were a fresh page on the desk Filling in the blanks as we go As if the street lights pointed in an arrow head Leading us home  I hope I never lose you Hope it never ends I'd never walk Cornelia Street again That's the kinda heartbreak time could never mend I'd never walk Cornelia Street again And baby, I get mystified by how This city screams your name And baby, I'm so terrified of if you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again  Windows swung right open, autumn air Jacket 'round my shoulders is yours We bless the rains on Cornelia Street Memorize the creaks in the floor Back when we were card sharks, playing games I thought you were leading me on I packed my bags, left Cornelia Street Before you even knew I was gone  But then you called, showed your hand I turned around before I hit the tunnel Sat on the roof, you and I  I hope I never lose you Hope it never ends I'd never walk Cornelia Street again That's the kinda heartbreak time could never mend I'd never walk Cornelia Street again And baby, I get mystified by how This city screams your name And baby, I'm so terrified of if you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again  You hold my hand on the street Walk me back to that apartment Years ago, we were just inside Barefoot in the kitchen Sacred new beginnings That became my religion, listen  I hope I never lose you I'd never walk Cornelia Street again Oh, never again And baby, I get mystified by how This city screams your name And baby, I'm so terrified of If you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again  I don't wanna lose you (Hope it never ends) I'd never walk Cornelia Street again I don't wanna lose you (Yeah)  ""I rent a place on Cornelia Street"" I said casually in the car";"3ade68b8g0ffed0b3";"taylor-swift";1;"[Cornelia Street]  Estávamos no banco de trás Bêbados com alguma coisa mais forte Que as bebidas do bar ""Eu aluguei uma casa na Cornelia Street"" Eu disse casualmente no carro Nós éramos as páginas novinhas na mesa Preenchendo os espaço em branco enquanto seguimos Como se as luzes da rua formassem uma seta Nos levando pra casa  Eu espero nunca te perder Espero que nunca acabe Eu jamais passaria pela Cornelia Street de novo É o tipo de coração partido que o tempo jamais curaria Eu jamais passaria pela Cornelia Street de novo E amor, eu fico perplexa de como Esta cidade grita o seu nome E amor, eu fico apavorada Se você algum dia for embora Eu jamais passaria pela Cornelia Street de novo Eu jamais passaria pela Cornelia Street de novo  Janelas balançando abertas, o ar de outono A jaqueta ao redor dos meus ombros é sua Nós abençoamos a chuva na Cornelia Street Memorizamos as rachaduras no chão Quando nós éramos tubarões de cartas, jogando jogos Eu achei que você estava me guiando Fiz as minhas malas, deixei a Cornelia Street Antes que você soubesse que eu tinha partido  Mas aí você me ligou, mostrou as suas mãos Eu dei meia volta antes de chegar ao túnel Sentamos no telhado, você e eu  Eu espero nunca te perder Espero que nunca acabe Eu jamais passaria pela Cornelia Street de novo É o tipo de coração partido que o tempo jamais curaria Eu jamais passaria pela Cornelia Street de novo E amor, eu fico perplexa de como Esta cidade grita o seu nome E amor, eu fico apavorada Se você algum dia for embora Eu jamais passaria pela Cornelia Street de novo Eu jamais passaria pela Cornelia Street de novo  Você segurou as minhas mão na rua Andou comigo de volta ao apartamento Anos atrás, nós estávamos lá dentro Descalços na cozinha Novos começos sagrados Se tornaram minha religião, escute  Eu espero nunca te perder Eu jamais passaria pela Cornelia Street de novo Oh, nunca mais E amor, eu fico perplexa de como Esta cidade grita o seu nome E amor, eu fico apavorada Se você ir embora Eu jamais passaria pela Cornelia Street de novo Eu jamais passaria pela Cornelia Street de novo  Eu não quero te perder (espero que não acabe) Eu jamais passaria pela Cornelia Street de novo Eu não quero te perder  ""Eu aluguei uma casa na Cornelia Street"" Eu disse casualmente no carro"
