"album_release_year";"danceability";"energy";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration_ms";"explicit";"track_name";"track_number";"album_name";"key_name";"mode_name";"key_mode";"text"
2020;0,592;0,699;-8,995;1;0,0471;0,655;1,68e-05;0,114;0,506;141,916;237258;TRUE;"mad woman";12;"folklore";"D#";"major";"D# major";"What did you think I'd say to that? Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""Fuck you forever""?  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  Now I breathe flames each time I talk My cannons all firin' at your yacht They say ""move on, "" but you know I won't And women like hunting witches too Doing your dirtiest work for you It's obvious that wanting me dead Has really brought you two together  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  I'm taking my time, taking my time 'Cause you took everything from me Watching you climb, watching you climb Over people like me The master of spin has a couple side flings Good wives always know She should be mad, should be scathing like me, but  No one likes a mad woman What a shame she went mad You made her like that"
2020;0,354;0,267;-13,69;1;0,0281;0,731;0,000402;0,0858;0,113;94,219;289749;FALSE;"epiphany";13;"folklore";"C#";"major";"C# major";"Keep your helmet, keep your life, son Just a flesh wound, here's your rifle Crawling up the beaches now ""Sir, I think he's bleeding out"" And some things you just can't speak about  With you I serve, with you I fall down, down Watch you breathe in, watch you breathing out, out  Something med school did not cover Someone's daughter, someone's mother Holds your hand through plastic now ""Doc, I think she's crashing out"" And some things you just can't speak about  Only twenty minutes to sleep But you dream of some epiphany Just one single glimpse of relief To make some sense of what you've seen  With you I serve, with you I fall down, down (Down) Watch you breathe in, watch you breathing out, out With you I serve, with you I fall down (Down), down (Down) Watch you breathe in (Watch you breathe in) Watch you breathing out (Out), out (Out)  Only twenty minutes to sleep But you dream of some epiphany Just one single glimpse of relief To make some sense of what you've seen"
2020;0,647;0,272;-12,906;1;0,0916;0,918;1,73e-05;0,0918;0,339;150,044;234000;TRUE;"peace";15;"folklore";"F";"major";"F major";"Our coming-of-age has come and gone Suddenly this summer, it's clear I never had the courage of my convictions As long as danger is near And it's just around the corner, darlin' 'Cause it lives in me No, I could never give you peace  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace?  Your integrity makes me seem small You paint dreamscapes on the wall I talk shit with my friends It's like I'm wasting your honor And you know that I'd swing with you for the fences Sit with you in the trenches Give you my wild, give you a child Give you the silence that only comes when two people understand each other Family that I chose Now that I see your brother as my brother Is it enough? But there's robbers to the east, clowns to the west I'd give you my sunshine, give you my best But the rain is always gonna come if you're standin' with me  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace? Would it be enough if I could never give you peace? Would it be enough if I could never give you peace?"
2020;0,662;0,181;-15,065;1;0,0415;0,966;3,86e-06;0,133;0,429;118,819;220042;FALSE;"hoax";16;"folklore";"G#";"major";"G# major";"My only one My smoking gun My eclipsed sun This has broken me down My twisted knife My sleepless night My winless fight This has frozen my ground  Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do  My best laid plan Your sleight of hand My barren land I am ash from your fire  Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do  You know I left a part of me back in New York You knew the hero died so what's the movie for? You knew it still hurts underneath my scars From when they pulled me apart You knew the password so I let you in the door You knew you won so what's the point of keeping score? You knew it still hurts underneath my scars From when they pulled me apart But what you did was just as dark (Ah, ah, ah) Darling, this was just as hard As when they pulled me apart  My only one My kingdom come undone My broken drum You have beaten my heart Don't want no other shade of blue but you No other sadness in the world would do"
2020;0,765;0,348;-6,963;1;0,0579;0,764;1,01e-05;0,108;0,171;140,015;210251;FALSE;"the 1";1;"folklore";"C";"major";"C major";"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made  I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now  But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one (Ooh)  I had this dream you're doing cool shit Having adventures on your own You meet some woman on the internet and take her home We never painted by the numbers, baby But we were making it count You know the greatest loves of all time are over now  I guess you never know, never know And it's another day waking up alone  But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one  I, I, I persist and resist the temptation to ask you If one thing had been different Would everything be different today?  We were something, don't you think so? Rosé flowing with your chosen family And it would've been sweet If it could've been me In my defense, I have none For digging up the grave another time But it would've been fun If you would've been the one (Ooh)"
2020;0,684;0,661;-8,507;1;0,0407;0,473;0,00215;0,109;0,713;147,909;230999;FALSE;"the last great american dynasty";3;"folklore";"G";"major";"G major";"Rebekah rode up on the afternoon train, it was sunny Her saltbox house on the coast took her mind off St. Louis Bill was the heir to the Standard Oil name and money And the town said ""How did a middle-class divorcée do it? "" The wedding was charming, if a little gauche There's only so far new money goes They picked out a home and called it ""Holiday House"" Their parties were tasteful, if a little loud The doctor had told him to settle down It must have been her fault his heart gave out And they said  There goes the last great American dynasty Who knows, if she never showed up what could've been There goes the maddest woman this town has ever seen She had a marvelous time ruining everything  Rebekah gave up on the Rhode Island set forever Flew in all her Bitch Pack friends from the city Filled the pool with champagne and swam with the big names And blew through the money on the boys and the ballet And losing on card game bets with Dalí And they said  There goes the last great American dynasty Who knows, if she never showed up What could've been There goes the most shameless woman this town has ever seen She had a marvelous time ruining everything  They say she was seen on occasion Pacing the rocks, staring out at the midnight sea And in a feud with her neighbor She stole his dog and dyed it key lime green Fifty years is a long time Holiday House sat quietly on that beach Free of women with madness their men and bad habits And then it was bought by me  Who knows, if I never showed up what could've been There goes the loudest woman this town has ever seen I had a marvelous time ruining everything  I had a marvelous time ruining everything A marvelous time ruining everything A marvelous time I had a marvelous time"
2020;0,596;0,709;-8,938;0;0,0431;0,649;9,92e-06;0,114;0,533;141,978;237258;FALSE;"mad woman";12;"folklore";"F";"minor";"F minor";"What did you think I'd say to that? Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""Fuck you forever""?  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  Now I breathe flames each time I talk My cannons all firin' at your yacht They say ""move on, "" but you know I won't And women like hunting witches too Doing your dirtiest work for you It's obvious that wanting me dead Has really brought you two together  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  I'm taking my time, taking my time 'Cause you took everything from me Watching you climb, watching you climb Over people like me The master of spin has a couple side flings Good wives always know She should be mad, should be scathing like me, but  No one likes a mad woman What a shame she went mad You made her like that"
2020;0,651;0,269;-12,912;1;0,0983;0,918;2,17e-05;0,0918;0,334;150,033;234000;FALSE;"peace";15;"folklore";"F";"major";"F major";"Our coming-of-age has come and gone Suddenly this summer, it's clear I never had the courage of my convictions As long as danger is near And it's just around the corner, darlin' 'Cause it lives in me No, I could never give you peace  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace?  Your integrity makes me seem small You paint dreamscapes on the wall I talk shit with my friends It's like I'm wasting your honor And you know that I'd swing with you for the fences Sit with you in the trenches Give you my wild, give you a child Give you the silence that only comes when two people understand each other Family that I chose Now that I see your brother as my brother Is it enough? But there's robbers to the east, clowns to the west I'd give you my sunshine, give you my best But the rain is always gonna come if you're standin' with me  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace? Would it be enough if I could never give you peace? Would it be enough if I could never give you peace?"
2019;0,664;0,316;-10,345;1;0,519;0,298;2,03e-06;0,0812;0,541;92,875;170640;FALSE;"i forgot that you existed";1;"Lover";"F";"major";"F major";"How many days did I spend thinking 'Bout how you did me wrong, wrong, wrong? Lived in the shade you were throwing 'Til all of my sunshine was gone, gone, gone And I couldn't get away from ya In my feelings more than Drake, so yeah Your name on my lips, tongue-tied Free rent, living in my mind  But then something happened one magical night  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed It isn't love, it isn't hate, it's just indifference I forgot that you  Got out some popcorn As soon as my rep started going down, down, down Laughed on the school yard As soon as I tripped up and hit the ground, ground, ground And I would've stuck around for ya Would've fought the whole town, so yeah Would've been right there, front row Even if nobody came to your show  But you showed who you are, then one magical night  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed It isn't love, it isn't hate, it's just indifference I forgot that you  Sent me a clear message Taught me some hard lessons I just forget what they were It's all just a blur  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed I did, I did, I did It isn't hate, it's just indifference It isn't love, it isn't hate, it's just indifference So, yeah"
2019;0,552;0,702;-5,707;1;0,157;0,117;2,06e-05;0,105;0,564;169,994;178426;FALSE;"cruel summer";2;"Lover";"A";"major";"A major";"(Yeah, yeah, yeah, yeah)  Fever dream high in the quiet of the night You know that I caught it (Oh yeah, you're right, I want it) Bad, bad boy, shiny toy with a price You know that I bought it (Oh yeah, you're right, I want it)  Killing me slow, out the window I'm always waiting for you to be waiting below Devils roll the dice, angels roll their eyes What doesn't kill me makes me want you more  And it's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa oh It's a cruel summer With you  Hang your head low in the glow of the vending machine I'm not dying (Oh yeah, you're right, I want it) We say that we'll just screw it up in these trying times We're not trying (Oh yeah, you're right, I want it)  So cut the headlights, summer's a knife I'm always waiting for you just to cut to the bone Devils roll the dice, angels roll their eyes And if I bleed, you'll be the last to know  Oh, it's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa oh It's a cruel summer With you  I'm drunk in the back of the car And I cried like a baby coming home from the bar (Oh) Said, ""I'm fine, "" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, ""For whatever it's worth I love you, ain't that the worst thing you ever heard? "" He looks up, grinning like a devil  It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa oh It's a cruel summer With you  I'm drunk in the back of the car And I cried like a baby coming home from the bar (Oh) Said, ""I'm fine, "" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, ""For whatever it's worth I love you, ain't that the worst thing you ever heard? "" (Yeah, yeah, yeah, yeah)"
2019;0,359;0,543;-7,582;1;0,0919;0,492;1,58e-05;0,118;0,453;68,534;221306;FALSE;"lover";3;"Lover";"G";"major";"G major";"We could leave the Christmas lights up 'til January This is our place, we make the rules And there's a dazzling haze A mysterious way about you dear Have I known you 20 seconds or 20 years?  Can I go where you go? Can we always be this close forever and ever? And ah, take me out, and take me home You're my, my, my, my lover  We could let our friends crash in the living room This is our place, we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now, honey But I want 'em all  Can I go where you go? Can we always be this close forever and ever? And ah, take me out, and take me home (Forever and ever) You're my, my, my, my lover  Ladies and gentlemen, will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My heart's been borrowed and yours has been blue All's well that ends well to end up with you Swear to be overdramatic and true to my lover And you'll save all your dirtiest jokes for me And at every table, I'll save you a seat, lover  Can I go where you go? Can we always be this close forever and ever? And ah, take me out, and take me home (Forever and ever) You're my, my, my, my Oh, you're my, my, my, my Darling, you're my, my, my, my lover"
2019;0,777;0,658;-5,191;1;0,054;0,0767;0;0,0901;0,633;110,048;190360;FALSE;"the man";4;"Lover";"C";"major";"C major";"I would be complex, I would be cool They'd say I played the field Before I found someone to commit to And that would be okay for me to do Every conquest I had made Would make me more of a boss to you  I'd be a fearless leader I'd be an alpha type When everyone believes ya What's that like?  I'm so sick of running as fast as I can Wondering if I'd get there quicker if I was a man And I'm so sick of them coming at me again 'Cause if I was a man, then I'd be the man I'd be the man I'd be the man  They'd say I hustled, put in the work They wouldn't shake their heads And question how much of this I deserve What I was wearing, if I was rude Could all be separated from my good ideas And power moves  And they would toast to me, oh, let the players play I'd be just like Leo in Saint-Tropez  I'm so sick of running as fast as I can Wondering if I'd get there quicker if I was a man And I'm so sick of them coming at me again 'Cause if I was a man, then I'd be the man I'd be the man I'd be the man  What's it like to brag about raking in dollars And getting bitches and models? And it's all good if you're bad And it's okay if you're mad If I was out flashing my dollars I'd be a bitch, not a baller They'd paint me out to be bad So, it's okay that I'm mad  I'm so sick of running as fast as I can Wondering if I'd get there quicker If I was a man (You know that) And I'm so sick of them coming at me again (Coming at me again) 'Cause if I was a man (If I was a man) Then I'd be the man (Then I'd be the man) I'm so sick of running as fast as I can (As fast as I can) Wondering if I'd get there quicker if I was a man (Hey) And I'm so sick of them coming at me again (Coming at me again) 'Cause if I was a man (If I was a man) Then I'd be the man I'd be the man I'd be the man (Oh) I'd be the man (Yeah) I'd be the man (I'd be the man)  If I was a man, then I'd be the man"
2019;0,292;0,574;-9,375;1;0,0401;0,12;0,00569;0,0663;0,166;124,344;211240;FALSE;"the archer";5;"Lover";"C";"major";"C major";"Combat, I'm ready for combat I say I don't want that, but what if I do? 'Cause cruelty wins in the movies I've got a hundred thrown-out speeches I almost said to you  Easy they come, easy they go I jump from the train, I ride off alone I never grew up, it's getting so old Help me hold on to you  I've been the archer, I've been the prey Who could ever leave me, darling But who could stay?  Dark side, I search for your dark side But what if I'm alright, right, right, right here? And I cut off my nose just to spite my face Then I hate my reflection for years and years  I wake in the night, I pace like a ghost The room is on fire, invisible smoke And all of my heroes die all alone Help me hold on to you  I've been the archer, I've been the prey Screaming, who could ever leave me, darling But who could stay? (I see right through me, I see right through me)  'Cause they see right through me They see right through me They see right through Can you see right through me? They see right through They see right through me I see right through me I see right through me  All the king's horses, all the king's men Couldn't put me together again 'Cause all of my enemies started out friends Help me hold on to you  I've been the archer, I've been the prey Who could ever leave me, darling But who could stay? (I see right through me, I see right through me) Who could stay? Who could stay? Who could stay? You could stay You could stay  Combat, I'm ready for combat"
